89.62,0,0.1,80.159,4.0526,91.688,0,0.1,64.707,4.3518
89.634,0.0018764,0.0,80.159,4.0526,91.647,-0.013996,0.0,64.707,4.3518
89.643,0.0021384,0.052409,80.159,4.0526,91.538,-0.016592,-0.51913,64.707,4.3518
89.652,0.0026382,0.099951,80.159,4.0526,91.423,-0.018522,-0.38594,64.707,4.3518
89.668,0.003335,0.13937,80.159,4.0526,91.35,-0.019636,-0.22281,64.707,4.3518
89.693,0.0041723,0.16745,80.159,4.0526,91.285,-0.01987,-0.046862,64.707,4.3518
89.724,0.0050771,0.18097,80.159,4.0526,91.161,-0.019246,0.12477,64.707,4.3518
89.753,0.0059608,0.17673,80.159,4.0526,91.04,-0.017871,0.27494,64.707,4.3518
89.777,0.0070642,0.22068,80.159,4.0526,90.986,-0.015232,0.5278,64.707,4.3518
89.808,0.0073638,0.059925,80.159,4.0526,90.934,-0.013926,0.26135,64.707,4.3518
89.855,0.0070807,-0.056612,80.159,4.0526,90.857,-0.011964,0.39235,64.707,4.3518
89.897,0.0062062,-0.17491,80.159,4.0526,90.805,-0.0097504,0.44268,64.707,4.3518
89.918,0.0051345,-0.21433,80.159,4.0526,90.766,-0.0098765,-0.025223,64.707,4.3518
89.932,0.0040739,-0.21212,80.159,4.0526,90.711,-0.012745,-0.57377,64.707,4.3518
89.942,0.0029252,-0.22973,80.159,4.0526,90.638,-0.014334,-0.31769,64.707,4.3518
89.95,0.0018006,-0.22491,80.159,4.0526,90.556,-0.013875,0.091782,64.707,4.3518
89.959,0.0011996,-0.1202,80.159,4.0526,90.47,-0.014299,-0.084745,64.707,4.3518
89.973,0.0011746,-0.0050053,80.159,4.0526,90.391,-0.015647,-0.26963,64.707,4.3518
89.979,0.0009774,-0.039441,80.159,4.0526,90.329,-0.01648,-0.16673,64.707,4.3518
89.976,0.00071651,-0.052178,80.159,4.0526,90.263,-0.0176,-0.22395,64.707,4.3518
89.974,0.00071929,0.00055422,80.159,4.0526,90.161,-0.018788,-0.23765,64.707,4.3518
89.974,0.00019758,-0.10434,80.159,4.0526,90.047,-0.018714,0.014885,64.707,4.3518
89.974,-0.0011088,-0.26128,80.159,4.0526,89.95,-0.017083,0.32617,64.707,4.3518
89.969,-0.0025444,-0.28712,80.159,4.0526,89.877,-0.014257,0.56525,64.707,4.3518
89.954,-0.0038954,-0.27019,80.159,4.0526,89.833,-0.010515,0.7483,64.707,4.3518
89.917,-0.0054394,-0.3088,80.159,4.0526,89.817,-0.0065046,0.80217,64.707,4.3518
89.867,-0.0071759,-0.3473,80.159,4.0526,89.806,-0.0035846,0.584,64.707,4.3518
89.824,-0.0090589,-0.37661,80.159,4.0526,89.781,-0.0028207,0.15278,64.707,4.3518
89.782,-0.011341,-0.45648,80.159,4.0526,89.756,-0.0035429,-0.14444,64.707,4.3518
89.721,-0.013774,-0.4865,80.159,4.0526,89.738,-0.0039305,-0.077517,64.707,4.3518
89.641,-0.015778,-0.4008,80.159,4.0526,89.728,-0.0029456,0.19698,64.707,4.3518
89.547,-0.017028,-0.24994,80.159,4.0526,89.721,-0.0007131,0.44649,64.707,4.3518
89.45,-0.017397,-0.073934,80.159,4.0526,89.721,0.0020325,0.54913,64.707,4.3518
89.363,-0.016335,0.2124,80.159,4.0526,89.743,0.004147,0.4229,64.707,4.3518
89.299,-0.01397,0.47301,80.159,4.0526,89.792,0.0058475,0.3401,64.707,4.3518
89.249,-0.011965,0.40093,80.159,4.0526,89.835,0.008003,0.4311,64.707,4.3518
89.2,-0.011047,0.18364,80.159,4.0526,89.868,0.0099408,0.38757,64.707,4.3518
89.149,-0.010558,0.097917,80.159,4.0526,89.909,0.010556,0.12297,64.707,4.3518
89.093,-0.010066,0.098397,80.159,4.0526,89.966,0.0098977,-0.1316,64.707,4.3518
89.031,-0.0094988,0.11339,80.159,4.0526,90.033,0.008999,-0.17975,64.707,4.3518
88.977,-0.0092422,0.051327,80.159,4.0526,90.08,0.009296,0.059408,64.707,4.3518
88.949,-0.0089499,0.058455,80.159,4.0526,90.101,0.0091998,-0.019234,64.707,4.3518
88.927,-0.0080602,0.17794,80.159,4.0526,90.119,0.0063256,-0.57484,64.707,4.3518
88.892,-0.0065681,0.29841,80.159,4.0526,90.147,0.0018077,-0.90358,64.707,4.3518
88.85,-0.0046857,0.37648,80.159,4.0526,90.162,-0.0024304,-0.84761,64.707,4.3518
88.822,-0.0024603,0.44509,80.159,4.0526,90.134,-0.0062723,-0.76839,64.707,4.3518
88.834,0.00022664,0.53738,80.159,4.0526,90.048,-0.0099395,-0.73343,64.707,4.3518
88.869,0.003654,0.68548,80.159,4.0526,89.961,-0.01354,-0.72001,64.707,4.3518
88.908,0.0077999,0.82917,80.159,4.0526,89.898,-0.01711,-0.71418,64.707,4.3518
88.956,0.011677,0.77551,80.159,4.0526,89.819,-0.020101,-0.59813,64.707,4.3518
89.021,0.013934,0.45137,80.159,4.0526,89.712,-0.021254,-0.23057,64.707,4.3518
89.095,0.014182,0.049542,80.159,4.0526,89.598,-0.020922,0.066467,64.707,4.3518
89.176,0.014342,0.031912,80.159,4.0526,89.479,-0.02172,-0.15972,64.707,4.3518
89.26,0.015929,0.31751,80.159,4.0526,89.353,-0.023238,-0.30363,64.707,4.3518
89.335,0.016746,0.16332,80.159,4.0526,89.249,-0.022187,0.2102,64.707,4.3518
89.401,0.015919,-0.16541,80.159,4.0526,89.164,-0.021001,0.23735,64.707,4.3518
89.487,0.016306,0.07758,80.159,4.0526,89.047,-0.02285,-0.36996,64.707,4.3518
