68.3,0,0.1,57.893,6.0247,84.961,0,0.1,53.307,4.848
68.304,0.0020424,0.0,57.893,6.0247,84.908,-0.010232,0.0,53.307,4.848
68.312,0.0015146,-0.10556,57.893,6.0247,84.888,-0.0035294,1.3406,53.307,4.848
68.321,0.00090272,-0.12237,57.893,6.0247,84.887,-0.00069994,0.56589,53.307,4.848
68.328,0.00042752,-0.09504,57.893,6.0247,84.89,-0.00030334,0.07932,53.307,4.848
68.33,0.00023866,-0.037771,57.893,6.0247,84.884,-0.0011602,-0.17138,53.307,4.848
68.324,0.00041479,0.035225,57.893,6.0247,84.867,-0.0023526,-0.23848,53.307,4.848
68.317,0.00096349,0.10974,57.893,6.0247,84.848,-0.0032241,-0.17429,53.307,4.848
68.332,0.0018147,0.17024,57.893,6.0247,84.832,-0.0030893,0.026963,53.307,4.848
68.364,0.0029201,0.22108,57.893,6.0247,84.823,-0.0023629,0.14527,53.307,4.848
68.382,0.0039407,0.20411,57.893,6.0247,84.82,-0.0011084,0.25091,53.307,4.848
68.391,0.0048932,0.19051,57.893,6.0247,84.821,0.00017351,0.25638,53.307,4.848
68.415,0.0049867,0.018696,57.893,6.0247,84.826,0.0010674,0.17878,53.307,4.848
68.435,0.0032085,-0.35564,57.893,6.0247,84.833,0.0014694,0.080396,53.307,4.848
68.443,0.00019338,-0.60302,57.893,6.0247,84.84,0.0016923,0.044592,53.307,4.848
68.438,-0.0027769,-0.59405,57.893,6.0247,84.846,0.0015756,-0.023342,53.307,4.848
68.412,-0.005538,-0.55222,57.893,6.0247,84.849,0.00050623,-0.21388,53.307,4.848
68.354,-0.008176,-0.52759,57.893,6.0247,84.847,-0.0017316,-0.44756,53.307,4.848
68.288,-0.0098064,-0.32608,57.893,6.0247,84.84,-0.0035359,-0.36086,53.307,4.848
68.239,-0.011072,-0.25305,57.893,6.0247,84.825,-0.0031086,0.085457,53.307,4.848
68.191,-0.013344,-0.4545,57.893,6.0247,84.805,-0.00021571,0.57857,53.307,4.848
68.129,-0.015332,-0.39753,57.893,6.0247,84.802,0.0037745,0.79804,53.307,4.848
68.046,-0.016105,-0.1547,57.893,6.0247,84.847,0.0084634,0.93778,53.307,4.848
67.941,-0.01658,-0.094937,57.893,6.0247,84.945,0.013421,0.99145,53.307,4.848
67.823,-0.018469,-0.37786,57.893,6.0247,85.047,0.016924,0.7006,53.307,4.848
67.733,-0.02218,-0.74212,57.893,6.0247,85.126,0.01869,0.35334,53.307,4.848
67.669,-0.023594,-0.28278,57.893,6.0247,85.198,0.018971,0.056205,53.307,4.848
67.576,-0.017615,1.1958,57.893,6.0247,85.287,0.016942,-0.4058,53.307,4.848
67.452,-0.010384,1.4462,57.893,6.0247,85.364,0.013733,-0.64185,53.307,4.848
67.344,-0.0092491,0.22689,57.893,6.0247,85.421,0.011371,-0.47241,53.307,4.848
67.309,-0.015182,-1.1865,57.893,6.0247,85.482,0.0098792,-0.29838,53.307,4.848
67.332,-0.024623,-1.8884,57.893,6.0247,85.516,0.0077607,-0.4237,53.307,4.848
67.227,-0.032542,-1.5836,57.893,6.0247,85.523,0.0054868,-0.45478,53.307,4.848
66.883,-0.038517,-1.1951,57.893,6.0247,85.55,0.004627,-0.17195,53.307,4.848
66.555,-0.043792,-1.0549,57.893,6.0247,85.585,0.0047384,0.022279,53.307,4.848
66.369,-0.044652,-0.17202,57.893,6.0247,85.602,0.0040057,-0.14655,53.307,4.848
66.27,-0.038182,1.2939,57.893,6.0247,85.616,0.002803,-0.24053,53.307,4.848
66.188,-0.026258,2.3848,57.893,6.0247,85.635,0.0017455,-0.2115,53.307,4.848
66.094,-0.011417,2.9683,57.893,6.0247,85.638,0.00013148,-0.32281,53.307,4.848
66.056,0.0029241,2.8681,57.893,6.0247,85.616,-0.0012526,-0.27682,53.307,4.848
66.108,0.01282,1.9792,57.893,6.0247,85.601,-0.0012186,0.0068042,53.307,4.848
66.193,0.020473,1.5307,57.893,6.0247,85.607,-0.00053498,0.13672,53.307,4.848
66.317,0.024422,0.78969,57.893,6.0247,85.613,0.00017345,0.14169,53.307,4.848
66.496,0.020119,-0.86066,57.893,6.0247,85.617,0.00054893,0.075095,53.307,4.848
66.577,0.0032754,-3.3686,57.893,6.0247,85.62,0.00040034,-0.029717,53.307,4.848
66.442,-0.020499,-4.7548,57.893,6.0247,85.62,-0.00036635,-0.15334,53.307,4.848
66.221,-0.037208,-3.3418,57.893,6.0247,85.612,-0.0014851,-0.22374,53.307,4.848
